tasmin, Year, Statistics, Country, ISO3
5.8, 2004, Jun Average, Russia, RUS
9.8, 2004, Jul Average, Russia, RUS
6.8, 2004, Aug Average, Russia, RUS
2.0, 2004, Sep Average, Russia, RUS
-8.4, 2004, Oct Average, Russia, RUS
-18.0, 2004, Nov Average, Russia, RUS
-29.4, 2004, Dec Average, Russia, RUS
-27.4, 2005, Jan Average, Russia, RUS
-29.7, 2005, Feb Average, Russia, RUS
-22.1, 2005, Mar Average, Russia, RUS
-11.3, 2005, Apr Average, Russia, RUS
-0.4, 2005, May Average, Russia, RUS
6.7, 2005, Jun Average, Russia, RUS
10.4, 2005, Jul Average, Russia, RUS
7.4, 2005, Aug Average, Russia, RUS
2.6, 2005, Sep Average, Russia, RUS
-6.3, 2005, Oct Average, Russia, RUS
-16.9, 2005, Nov Average, Russia, RUS
-26.5, 2005, Dec Average, Russia, RUS
-33.6, 2006, Jan Average, Russia, RUS
-29.2, 2006, Feb Average, Russia, RUS
-22.1, 2006, Mar Average, Russia, RUS
-14.0, 2006, Apr Average, Russia, RUS
-1.7, 2006, May Average, Russia, RUS
7.2, 2006, Jun Average, Russia, RUS
9.5, 2006, Jul Average, Russia, RUS
7.3, 2006, Aug Average, Russia, RUS
2.2, 2006, Sep Average, Russia, RUS
-8.9, 2006, Oct Average, Russia, RUS
-20.1, 2006, Nov Average, Russia, RUS
-24.5, 2006, Dec Average, Russia, RUS
-24.5, 2007, Jan Average, Russia, RUS
-30.6, 2007, Feb Average, Russia, RUS
-20.3, 2007, Mar Average, Russia, RUS
-8.5, 2007, Apr Average, Russia, RUS
-0.7, 2007, May Average, Russia, RUS
6.2, 2007, Jun Average, Russia, RUS
10.4, 2007, Jul Average, Russia, RUS
8.4, 2007, Aug Average, Russia, RUS
2.5, 2007, Sep Average, Russia, RUS
-6.1, 2007, Oct Average, Russia, RUS
-18.7, 2007, Nov Average, Russia, RUS
-25.2, 2007, Dec Average, Russia, RUS
-29.3, 2008, Jan Average, Russia, RUS
-26.2, 2008, Feb Average, Russia, RUS
-18.1, 2008, Mar Average, Russia, RUS
-12.2, 2008, Apr Average, Russia, RUS
-1.5, 2008, May Average, Russia, RUS
6.3, 2008, Jun Average, Russia, RUS
9.8, 2008, Jul Average, Russia, RUS
7.9, 2008, Aug Average, Russia, RUS
1.7, 2008, Sep Average, Russia, RUS
-5.5, 2008, Oct Average, Russia, RUS
-18.1, 2008, Nov Average, Russia, RUS
-26.2, 2008, Dec Average, Russia, RUS
-28.8, 2009, Jan Average, Russia, RUS
-31.3, 2009, Feb Average, Russia, RUS
-21.8, 2009, Mar Average, Russia, RUS
-10.7, 2009, Apr Average, Russia, RUS
-1.6, 2009, May Average, Russia, RUS
6.3, 2009, Jun Average, Russia, RUS
9.3, 2009, Jul Average, Russia, RUS
7.1, 2009, Aug Average, Russia, RUS
2.5, 2009, Sep Average, Russia, RUS
-6.7, 2009, Oct Average, Russia, RUS
-21.3, 2009, Nov Average, Russia, RUS
-30.0, 2009, Dec Average, Russia, RUS
-32.2, 2010, Jan Average, Russia, RUS
-31.4, 2010, Feb Average, Russia, RUS
-22.8, 2010, Mar Average, Russia, RUS
-11.7, 2010, Apr Average, Russia, RUS
-0.1, 2010, May Average, Russia, RUS
6.7, 2010, Jun Average, Russia, RUS
10.2, 2010, Jul Average, Russia, RUS
7.7, 2010, Aug Average, Russia, RUS
1.5, 2010, Sep Average, Russia, RUS
-7.1, 2010, Oct Average, Russia, RUS
-17.6, 2010, Nov Average, Russia, RUS
-29.3, 2010, Dec Average, Russia, RUS
-29.1, 2011, Jan Average, Russia, RUS
-30.0, 2011, Feb Average, Russia, RUS
-18.2, 2011, Mar Average, Russia, RUS
-8.4, 2011, Apr Average, Russia, RUS
-0.9, 2011, May Average, Russia, RUS
7.3, 2011, Jun Average, Russia, RUS
10.3, 2011, Jul Average, Russia, RUS
7.5, 2011, Aug Average, Russia, RUS
1.8, 2011, Sep Average, Russia, RUS
-5.8, 2011, Oct Average, Russia, RUS
-20.2, 2011, Nov Average, Russia, RUS
-24.8, 2011, Dec Average, Russia, RUS
-29.2, 2012, Jan Average, Russia, RUS
-28.8, 2012, Feb Average, Russia, RUS
-22.8, 2012, Mar Average, Russia, RUS
-9.5, 2012, Apr Average, Russia, RUS
-0.1, 2012, May Average, Russia, RUS
7.6, 2012, Jun Average, Russia, RUS
10.4, 2012, Jul Average, Russia, RUS
7.2, 2012, Aug Average, Russia, RUS
2.4, 2012, Sep Average, Russia, RUS
-7.0, 2012, Oct Average, Russia, RUS
-18.9, 2012, Nov Average, Russia, RUS
-29.4, 2012, Dec Average, Russia, RUS
-30.8, 2013, Jan Average, Russia, RUS
-28.7, 2013, Feb Average, Russia, RUS
-24.5, 2013, Mar Average, Russia, RUS
-9.9, 2013, Apr Average, Russia, RUS
-0.2, 2013, May Average, Russia, RUS
6.7, 2013, Jun Average, Russia, RUS
10.1, 2013, Jul Average, Russia, RUS
7.8, 2013, Aug Average, Russia, RUS
1.2, 2013, Sep Average, Russia, RUS
-8.0, 2013, Oct Average, Russia, RUS
-16.4, 2013, Nov Average, Russia, RUS
-22.8, 2013, Dec Average, Russia, RUS
-31.4, 2014, Jan Average, Russia, RUS
-28.5, 2014, Feb Average, Russia, RUS
-17.6, 2014, Mar Average, Russia, RUS
-8.7, 2014, Apr Average, Russia, RUS
-0.7, 2014, May Average, Russia, RUS
6.4, 2014, Jun Average, Russia, RUS
9.5, 2014, Jul Average, Russia, RUS
8.1, 2014, Aug Average, Russia, RUS
1.2, 2014, Sep Average, Russia, RUS
-8.7, 2014, Oct Average, Russia, RUS
-20.3, 2014, Nov Average, Russia, RUS
-25.1, 2014, Dec Average, Russia, RUS
-28.0, 2015, Jan Average, Russia, RUS
-24.7, 2015, Feb Average, Russia, RUS
-18.8, 2015, Mar Average, Russia, RUS
-10.2, 2015, Apr Average, Russia, RUS
-0.7, 2015, May Average, Russia, RUS
7.3, 2015, Jun Average, Russia, RUS
9.8, 2015, Jul Average, Russia, RUS
7.5, 2015, Aug Average, Russia, RUS
2.0, 2015, Sep Average, Russia, RUS
-7.7, 2015, Oct Average, Russia, RUS
-19.6, 2015, Nov Average, Russia, RUS
-24.0, 2015, Dec Average, Russia, RUS
-28.6, 2016, Jan Average, Russia, RUS
-24.1, 2016, Feb Average, Russia, RUS
-18.5, 2016, Mar Average, Russia, RUS
-8.7, 2016, Apr Average, Russia, RUS
-1.1, 2016, May Average, Russia, RUS
7.1, 2016, Jun Average, Russia, RUS
10.5, 2016, Jul Average, Russia, RUS
8.1, 2016, Aug Average, Russia, RUS
3.0, 2016, Sep Average, Russia, RUS
-7.9, 2016, Oct Average, Russia, RUS
-21.5, 2016, Nov Average, Russia, RUS
-28.1, 2016, Dec Average, Russia, RUS
-28.5, 2017, Jan Average, Russia, RUS
-25.8, 2017, Feb Average, Russia, RUS
-15.6, 2017, Mar Average, Russia, RUS
-9.3, 2017, Apr Average, Russia, RUS
-2.2, 2017, May Average, Russia, RUS
6.3, 2017, Jun Average, Russia, RUS
9.6, 2017, Jul Average, Russia, RUS
8.2, 2017, Aug Average, Russia, RUS
1.7, 2017, Sep Average, Russia, RUS
-7.5, 2017, Oct Average, Russia, RUS
-18.6, 2017, Nov Average, Russia, RUS
-24.4, 2017, Dec Average, Russia, RUS
-28.0, 2018, Jan Average, Russia, RUS
-27.2, 2018, Feb Average, Russia, RUS
-23.1, 2018, Mar Average, Russia, RUS
-10.2, 2018, Apr Average, Russia, RUS
-1.9, 2018, May Average, Russia, RUS
7.1, 2018, Jun Average, Russia, RUS
9.7, 2018, Jul Average, Russia, RUS
7.9, 2018, Aug Average, Russia, RUS
2.6, 2018, Sep Average, Russia, RUS
-4.5, 2018, Oct Average, Russia, RUS
-19.8, 2018, Nov Average, Russia, RUS
-26.8, 2018, Dec Average, Russia, RUS
-28.3, 2019, Jan Average, Russia, RUS
-26.2, 2019, Feb Average, Russia, RUS
-17.5, 2019, Mar Average, Russia, RUS
-9.5, 2019, Apr Average, Russia, RUS
-0.8, 2019, May Average, Russia, RUS
7.2, 2019, Jun Average, Russia, RUS
9.8, 2019, Jul Average, Russia, RUS
7.9, 2019, Aug Average, Russia, RUS
2.0, 2019, Sep Average, Russia, RUS
-6.2, 2019, Oct Average, Russia, RUS
-20.0, 2019, Nov Average, Russia, RUS
-25.4, 2019, Dec Average, Russia, RUS
-24.9, 2020, Jan Average, Russia, RUS
-22.9, 2020, Feb Average, Russia, RUS
-17.0, 2020, Mar Average, Russia, RUS
-8.1, 2020, Apr Average, Russia, RUS
0.4, 2020, May Average, Russia, RUS
6.9, 2020, Jun Average, Russia, RUS
10.4, 2020, Jul Average, Russia, RUS
7.6, 2020, Aug Average, Russia, RUS
3.1, 2020, Sep Average, Russia, RUS
-5.9, 2020, Oct Average, Russia, RUS
-15.1, 2020, Nov Average, Russia, RUS
-26.6, 2020, Dec Average, Russia, RUS
